effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed,narr_opus,opus_reason,agree3,narr_gpt,gpt_reason,narr_consensus,narr_votes,narr_nrounds
725,10.1037/a0029288,"Caruso, E. M., Vohs, K. D., Baxter, B., & Waytz, A. (2013). Mere exposure to money increases endorsement of free-market systems and social inequality. Journal of Experimental Psychology: General, 142(2), 301–306. https://doi.org/10.1037/a0029288","The replication tested whether money priming increases system justification. It did not replicate: d = -0.02, p = .43, indicating differences from the original study.",Social Psychology,social,30.0,0.3713906763541036,6340.0,-0.0099995000374968,0.3613911763166068,high,"money, system justification, many labs, replication",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,contested,"Money priming remains cited in social psychology while Many Labs failures are widely known, keeping the effect actively debated.",obscure,"Money priming's link to system justification specifically is a niche sub-finding, overshadowed by broader priming replication debates, not independently well-known.",True,,calibrated full-pool rerun,DISAGREE,confirmed,True,failure_dominates,"Money priming is now a stock replication-crisis example: Klein et al.'s Many Labs failures, Vohs/Rohrer debates, and methods textbooks/blogs cite it mainly as a non-replication.",all_differ,obscure,Both the original money-priming claim and its null replication receive limited attention outside specialized discussions of social priming and replication.,uncertain,2,4
726,10.1016/j.jesp.2010.05.014,"Husnu, S., & Crisp, R. J. (2010). Elaboration enhances the imagined contact effect. Journal of Experimental Social Psychology, 46(6), 943–950. https://doi.org/10.1016/j.jesp.2010.05.014","The replication tested whether imagining positive contact with an outgroup increases intentions to engage in future intergroup contact. It found a small but statistically significant effect: d = .13, p < .001​ML.web.Supplement (1)",Social Psychology,social,33.0,0.3950277506594153,6335.0,0.0648631210826801,0.3301646295767352,high,"imagined contact, future intentions, many labs, replication",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,original_dominates,Imagined-contact theory remains widely cited and taught; the Many Labs shrinkage to near-zero is known mainly to replication specialists.,obscure,"Imagined contact is a niche paradigm within intergroup contact research, too specialized for either replication narrative to be widely known.",True,,calibrated full-pool rerun,DISAGREE,confirmed,True,contested,"Imagined contact remains cited affirmatively in prejudice-reduction reviews and intervention literature, while the Many Labs 1 shrunken effect is a standard replication-crisis teaching example.",all_differ,original_dominates,"Imagined contact is still broadly presented in social psychology and applied prejudice-reduction literature as a useful way to improve intergroup attitudes, despite evidence that its effects are small and may be inflated in original studies.",uncertain,2,4
678,10.1017/s1930297500001170,"Oppenheimer, D. M., & Monin, B. (2009). The retrospective gambler’s fallacy: Unlikely events, constructing the past, and multiple universes. Judgment and Decision Making, 4(5), 326–334. https://doi.org/10.1017/s1930297500001170","Results showed no significant retrospective gambler’s fallacy effect, as the data violated the normality assumption. Effect size: d = 0.02, p = .27.",Social Psychology,social,80.0,0.3261363455467632,5979.0,0.0099995000374968,0.3161368455092663,high,"retrospective gambler’s fallacy, decision-making, hindsight bias",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,This niche retrospective gambler's fallacy finding and its failed replication both attract little attention outside decision-making specialists.,obscure,Retrospective gambler's fallacy is a niche decision-making effect too peripheral for either narrative to have become a default association.,False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,The retrospective gambler's fallacy paper is a low-citation JDM item absent from textbooks and press; even its Many Labs 2 null replication lives only in specialist replication tables.,unanimous,obscure,"The retrospective gambler’s fallacy is a niche finding with limited visibility in mainstream psychology textbooks and popular-science discourse, so neither the original result nor its null replication dominates public narrative.",obscure,4,4
1834,10.1037/pst0000133,"Burlingame, G. M., Whitcomb, K. E., Woodland, S. C., Olsen, J. A., Beecher, M., & Gleave, R. (2018). The effects of relationship and progress feedback in group psychotherapy using the Group Questionnaire and Outcome Questionnaire–45: A randomized clinical trial. Psychotherapy, 55(2), 116–131. https://doi.org/10.1037/pst0000133","Group therapy participants had later ""not on track"" alerts than individual therapy participants",Clinical Psychology,other,374.0,0.223225049976951,5493.0,0.1319928073136246,0.0912322426633264,mid,"group psychotherapy, progress and relationship monitoring, feedback, Group Questionnaire—GQ, OQ-45",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,This narrow feedback-monitoring finding circulates only among progress-monitoring specialists; neither the original nor replication has broader recognition.,obscure,"Niche progress-monitoring subfinding in group therapy research, too specialized for either narrative to become a common default association.",False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"This niche feedback-timing detail from a group-psychotherapy RCT appears only in specialist routine-outcome-monitoring literature; no textbook, media, or replication-failure narrative discusses it.",unanimous,obscure,"This specific comparison of feedback alerts in group versus individual therapy is not a widely circulated finding in either mainstream psychology narratives or popular science, and no prominent replication-failure narrative is associated with it.",obscure,4,4
876,10.1038/nclimate2093,"Zaval, L., Keenan, E. A., Johnson, E. J., & Weber, E. U. (2014). How warm days increase belief in global warming. Nature Climate Change, 4(2), 143–147. https://doi.org/10.1038/nclimate2093",Priming “heat” increases belief in global warming,Social Psychology,social,300.0,0.1531709544131907,4204.0,-0.0149983127847122,0.1381726416284785,mid,"climate change, global warming, judgements, belief, temperature",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This niche priming finding and its large null replication both circulate mainly within specialist literature, unnoticed by broader audiences.",obscure,"Too niche and low-powered originally to have entered common knowledge, unlike flagship replication-crisis cases.",False,,calibrated full-pool rerun,obscure,confirmed,False,contested,"Local-warming/attribution literature and climate-communication reviews still cite Zaval et al. affirmatively, while Many Labs 2's null is well known in replication-methods discourse and metascience teaching.",majority,original_dominates,"The study is still commonly cited as evidence that unusually warm weather can heighten concern or belief about climate change, while any replication debate is not the dominant public or textbook narrative.",uncertain,2,4
721,10.1016/0010-0285(73)90033-9,"Tversky, A., & Kahneman, D. (1973). Availability: A heuristic for judging frequency and probability. Cognitive Psychology, 5(2), 207–232. https://doi.org/10.1016/0010-0285(73)90033-9","The replication tested whether individuals overestimate the frequency or likelihood of events that are more easily retrievable from memory, demonstrating the availability heuristic. For example, participants judged more frequent exposure to names of famous people compared to less famous individuals.",Judgment and Decision Making,jdm,152.0,0.3793532811354438,3088.0,0.0449545065814817,0.3343987745539621,high,"availability heuristic, frequency judgment, probability estimation, cognitive bias, decision-making",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,original_dominates,The availability heuristic remains a textbook staple; this specific large replication failure is niche and little-known outside replication circles.,original_dominates,"Availability heuristic is a textbook Kahneman/Tversky staple; its replication weakness is niche knowledge, not the common association.",False,,calibrated full-pool rerun,original_dominates,confirmed,False,original_dominates,"Availability heuristic remains canonical in intro psych textbooks, behavioral-economics trade books, and applied risk/marketing literature; the shrunken famous-names replication is known mainly to metascience specialists.",unanimous,original_dominates,"The availability heuristic remains a canonical, widely taught account of frequency and probability judgments, while any replication-specific limitations are far less prominent in broad scientific and popular discourse.",original_dominates,4,4
722,10.1111/j.1467-9280.2006.01824.x,"Galinsky, A. D., Magee, J. C., Inesi, M. E., & Gruenfeld, D. H. (2006). Power and Perspectives Not Taken. Psychological Science, 17(12), 1068–1074. https://doi.org/10.1111/j.1467-9280.2006.01824.x",The replication tested whether individuals primed with high power are less likely to consider others' perspectives during communication tasks compared to individuals primed with low power.,Linguistics,cognitive,42.0,0.3592917377421468,2969.0,0.0149983127847122,0.3442934249574346,high,"power, perspective-taking, social cognition, communication",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,failure_dominates,This power-perspective-taking effect is widely cited in the power-posing/social-priming replication crisis as a textbook non-replication.,failure_dominates,"Power-priming perspective-taking effects are now a textbook example of the priming replication crisis, alongside social priming studies broadly.",False,,calibrated full-pool rerun,failure_dominates,confirmed,False,contested,"Power-impairs-perspective-taking still circulates affirmatively in leadership textbooks, TED-style popular writing and downstream priming work, while the Many Labs/RRR null is widely cited in replication-crisis discussions.",majority,original_dominates,"The claim that power reduces perspective taking remains widely presented in social-psychology and applied discussions, while its replication results are comparatively little known outside methodological circles.",uncertain,2,4
766,10.1073/pnas.1701916114,"Genschow, O., Rigoni, D., & Brass, M. (2017). Belief in free will affects causal attributions when judging others’ behavior. Proceedings of the National Academy of Sciences, 114(38), 10071–10076. https://doi.org/10.1073/pnas.1701916114","In six studies, we tested whether believing in free will is related to the correspondence bias—that is, people’s automatic tendency to overestimate the influence of internal as compared to external factors when interpreting others’ behavior. Overall, we demonstrate that believing in free will increases the correspondence bias and predicts prescribed punishment and reward behavior.",Social Psychology,social,504.0,0.0945741925264206,2822.0,0.068836329694423,0.0257378628319975,low,"free-will belief, interpersonal perception, correspondence bias",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche free-will/correspondence-bias link with tiny effect sizes; neither the original nor its replication is widely known or discussed.,obscure,A niche free-will-belief/correspondence-bias link too small and specialized to have entered common knowledge either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"A niche free-will/attribution paper cited mainly within specialist free-will belief literature; absent from textbooks and popular press, and its small replication drew little attention.",unanimous,obscure,"This specific claim about free-will belief increasing correspondence bias is rarely discussed in mainstream psychology, popular science, or applied literature, and no replication-failure narrative is broadly prominent.",obscure,4,4
771,10.1073/pnas.1616921114,"Chao, M. (2017). Demotivating incentives and motivation crowding out in charitable giving. Proceedings of the National Academy of Sciences, 114(28), 7301–7306. https://doi.org/10.1073/pnas.1616921114",This study tests for the effect of thank-you gifts during a nonprofit’s direct-mail fund-raising campaign and finds that gifts reduced donation rates in this campaign. A complementary online experiment confirms that thank-you gifts can reduce donation rates but only when the gift is visually salient and thus more likely to occupy the donor’s attention. Nonprofits should consider their donor’s psy-chological incentives carefully,Economics,jdm,519.0,0.101473500730337,2441.0,0.0519298382559978,0.0495436624743391,low,"motivation crowding out, charitable giving, multiattribute choice, attention, saliency",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche field-experiment finding on gift saliency in fundraising; neither the effect nor its weaker replication has broad recognition.,obscure,A niche mail-fundraising/saliency effect too specific and low-profile to have formed a settled default narrative either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,Chao's thank-you-gift crowding-out study lives mainly in specialist charitable-giving economics citations; it has no textbook or popular-press presence and its replication is undiscussed publicly.,unanimous,obscure,"The visually salient thank-you-gift crowding-out result has not become a broadly recognized psychology narrative, and no prominent replication-failure story appears to dominate discussion of it.",obscure,4,4
706,10.1111/j.1467-9280.2009.02426.x,"Jostmann, N. B., Lakens, D., & Schubert, T. W. (2009). Weight as an Embodiment of Importance. Psychological Science, 20(9), 1169–1174. https://doi.org/10.1111/j.1467-9280.2009.02426.x",Replicated the effect of clipboard weight on perceived importance. No significant differences were observed (p = .54).,Social Psychology,social,51.0,0.282945147243684,2374.0,0.0149983127847122,0.2679468344589717,high,"weight embodiment, importance judgments, many labs 3, replication",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,failure_dominates,"Many Labs 3's large null result is widely cited as a textbook embodiment-priming replication failure, overshadowing the small original study.",obscure,"Clipboard-weight/importance embodiment is too minor a study to have a widely shared association, unlike heavier-hitters (power poses, facial feedback).",True,,calibrated full-pool rerun,DISAGREE,confirmed,True,failure_dominates,"Heavy-clipboard weight-importance is now a stock replication-crisis example in Many Labs 3, methods textbooks, embodiment critiques and blogs; affirmative citations are largely pre-2015.",majority,original_dominates,"The clipboard-weight finding remains commonly presented as a classic embodiment result, while its null replication is far less visible in mainstream scientific and popular accounts.",uncertain,2,4
765,10.1073/pnas.1620542114,"Gheorghiu, A. I., Callan, M. J., & Skylark, W. J. (2017). Facial appearance affects science communication. Proceedings of the National Academy of Sciences, 114(23), 5970–5975. https://doi.org/10.1073/pnas.1620542114","The dissemination of scientific findings to the wider public is increasingly important to public opinion and policy. We show that this process is influenced by the facial appearance of the scientist. We identify the traits that engender interest in a scientist’s work and the perception that they do high quality work, and show that these face-based impressions influence both the selection and evaluation of science news.",Social Psychology,social,408.0,0.0995037190209989,2213.0,0.0723102088031185,0.0271935102178804,low,"science communication, impression formation, social cognition",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche facial-impression finding with a tiny effect size; neither the original nor its replication attracted notable citation or public attention.,obscure,Niche facial-perception-of-scientists finding with tiny effect sizes; too peripheral to have formed a strong replication narrative either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Cited affirmatively in face-perception and sci-comm literature and press coverage; the replication found a similar direction, so no prominent failure narrative exists.",majority,obscure,"This specific facial-appearance effect in science communication is rarely discussed in mainstream psychology, popular science, or applied-policy literature, and no replication-failure narrative is broadly known.",obscure,3,4
1873,10.1023/a:1007744326393,"FETHERSTONHAUGH, D., SLOVIC, P., JOHNSON, S., & FRIEDRICH, J. (1997). Insensitivity to the Value of Human Life: A Study of Psychophysical Numbing. Journal of Risk and Uncertainty, 14(3), 283–300. https://doi.org/10.1023/a:1007744326393",life-saving interventions would be valued more highly when the number of lives at risk was small than when the number at risk was large.,Psychology,psych_general,162.0,0.7414562912379874,1606.0,0.4919138057920608,0.2495424854459265,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,contested,Scope-insensitivity/proportion dominance in valuing lives is widely taught yet actively debated amid mixed replications in JDM literature.,obscure,"This specific ""value life-saving less as scale rises"" framing isn't a widely-known named effect like other classic JDM biases (e.g., scope insensitivity has more general recognition).",True,,calibrated full-pool rerun,DISAGREE,confirmed,True,original_dominates,"Psychophysical numbing/psychic numbing is still cited affirmatively in charitable-giving research, Slovic's genocide-neglect writing, and popular books like Bloom's and media coverage; replication shrinkage is little discussed.",all_differ,original_dominates,"Psychophysical numbing and diminished sensitivity to larger numbers of threatened lives remain widely presented as established components of scope neglect and the identifiable-victim literature, without a prominent replication-failure narrative.",uncertain,2,4
1294,10.1037/0033-2909.124.2.197,"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124(2), 197–229. https://doi.org/10.1037/0033-2909.124.2.197",Subjective well-being is negatively correlated with negative emotionality.,Differential Psychology,personality,7869.0,-0.22,1559.0,-0.54,-0.32,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This is a routine, uncontested personality-correlate finding known mainly to specialists; neither version circulates widely.",obscure,A specific personality-wellbeing correlation statistic is too niche/technical to have entered common researcher lore either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Personality textbooks, well-being reviews, and Big Five/SWB applied literature routinely cite neuroticism's negative link to well-being affirmatively; replication strengthened rather than challenged it.",majority,original_dominates,"The broad literature continues to treat negative emotionality (especially neuroticism) as one of the most robust negative correlates of subjective well-being, supported by many later meta-analyses and reviews.",uncertain,2,4
1292,10.1037/0022-3514.82.1.112,"McCullough, M. E., Emmons, R. A., & Tsang, J.-A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82(1), 112–127. https://doi.org/10.1037/0022-3514.82.1.112",Gratitude is positively correlated with agreeableness.,Differential Psychology,personality,1228.0,0.41,1559.0,0.54,-0.13,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A narrow trait-correlation finding with a stronger replication draws little attention beyond specialist personality-psychology literature.,obscure,"A trait-correlation finding this narrow lacks the fame needed for either a ""landmark result"" or ""failed replication"" narrative to form.",False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"GQ-6 gratitude–agreeableness link is cited affirmatively in personality textbooks, positive-psychology reviews, and gratitude-intervention literature; replication strengthened it, so no failure narrative exists.",majority,original_dominates,"The association between dispositional gratitude and agreeableness remains broadly presented as an established personality correlate, with no prominent replication-failure narrative.",uncertain,2,4
